FR,FR,5911.436488331439
MY,FR,8.860714285714286
QA,FR,0.055523423944476555
ZA,FR,15.14341769341768
SN,FR,1.8000000000000027
IN,FR,713.9695035337238
CM,FR,10.0934096771373
ES,FR,875.5396612625325
CA,FR,743.8041670922016
CL,FR,55.96685744810729
VN,FR,8.155555555555548
KR,FR,157.88585663383313
RS,FR,47.08845729433981
PL,FR,422.95548578549517
MA,FR,14.754682539682523
DE,FR,2812.5906643593607
GR,FR,60.52100741635602
BI,FR,0.19720496894409945
GA,FR,0.5966931216931217
PT,FR,58.52827390686782
EG,FR,6.6714880952380975
KP,FR,0.857142857142857
CZ,FR,127.43209340688202
CY,FR,0.3333333333333333
IS,FR,6.377876984126986
HK,FR,56.50864375381334
AZ,FR,1.0833333333333333
FI,FR,164.62766661360206
SE,FR,404.3636975922441
PR,FR,4.041666666666666
IR,FR,76.02134955402205
VE,FR,10.220833333333333
TH,FR,3.1800595238095255
BG,FR,41.46286334697023
DZ,FR,45.867221019721036
TN,FR,30.27726156119013
NL,FR,571.4521983119364
AM,FR,57.37313492063496
IQ,FR,0.02040816326530612
MX,FR,58.900986348577504
UZ,FR,10.272906852134813
AR,FR,204.14641932246303
PE,FR,8.220952380952376
CO,FR,14.301192387302706
JO,FR,7.38044733044733
LT,FR,44.40554379315899
TG,FR,0.18799603174603172
PH,FR,2.3957341269841272
LK,FR,1.4873015873015873
LV,FR,18.392311834990377
BE,FR,173.86129462597833
CR,FR,1.0
BY,FR,50.08478174603171
IT,FR,1324.9556727378292
BA,FR,21.02672987057666
BJ,FR,1.557040229885058
SA,FR,13.883773818773818
SG,FR,167.42692540414208
NZ,FR,307.05088254676247
SI,FR,29.224351438731297
TR,FR,56.65451427227765
MK,FR,2.9366563023539807
EE,FR,4.2
SK,FR,19.86815398886834
AU,FR,577.9212362355481
ID,FR,1.5912131519274377
CU,FR,0.1
AE,FR,0.566765873015873
ET,FR,1.666666666666667
CH,FR,256.4815664551574
DK,FR,202.5256191132936
CN,FR,2015.7267897932
RO,FR,88.53160971978735
IL,FR,299.3602142764636
GB,FR,1426.8784741719428
UY,FR,27.847857142857215
TW,FR,113.70817838680419
RU,FR,490.0167359462386
UA,FR,21.89936100936103
IE,FR,65.8951275472472
AT,FR,384.3874806404076
HU,FR,133.31961879740226
NO,FR,74.65155808477279
JP,FR,1500.8611926064239
BR,FR,647.5949081247248
PK,FR,60.433111471861494
HR,FR,76.512838391767
US,FR,8904.839467744821
CN,KP,0.24489795918367344
FR,MY,0.016666666666666666
MY,MY,3.4510390227056886
IT,MY,0.4021911421911422
AU,MY,4.8045471812138505
IR,MY,0.4
FI,MY,0.1111111111111111
IN,MY,2.2333333333333343
ES,MY,0.49978848312181673
AT,MY,0.4166666666666668
CN,MY,3.816666666666664
CH,MY,0.037037037037037035
IL,MY,0.25
GB,MY,0.16378313044979712
MX,MY,0.018518518518518517
PL,MY,1.3409090909090908
RU,MY,0.30952380952380953
DE,MY,0.1925925925925926
CA,MY,0.6666666666666666
PT,MY,0.034567901234567905
BR,MY,0.39057584390917727
HK,MY,0.3333333333333333
HU,MY,0.8333333333333331
CZ,MY,0.24074074074074073
US,MY,11.37385361552028
JP,QA,0.004761904761904762
FR,QA,0.047619047619047616
CH,QA,0.014285714285714287
US,QA,0.004761904761904762
FR,ZA,3.0583333333333327
MY,ZA,0.12083333333333333
NZ,ZA,0.44
ZA,ZA,39.863605957534524
IN,ZA,6.360952380952375
ES,ZA,8.70986394557823
BE,ZA,0.08095238095238094
CL,ZA,0.14814814814814814
CO,ZA,0.6666666666666667
KR,ZA,6.36904761904762
PL,ZA,3.6961640211640208
SG,ZA,2.1738095238095245
BG,ZA,0.8166666666666668
SI,ZA,1.1666666666666665
DE,ZA,17.42845616024185
UA,ZA,0.16666666666666666
GR,ZA,0.1
IS,ZA,0.1
PT,ZA,0.3958333333333333
NL,ZA,1.3666666666666667
CZ,ZA,0.9404761904761904
TR,ZA,0.4999999999999999
HK,ZA,1.069047619047619
IT,ZA,16.71794663669663
SK,ZA,0.5952380952380953
AU,ZA,14.044047619047628
DK,ZA,0.21666666666666667
SE,ZA,0.6785714285714285
CH,ZA,0.7023809523809522
FI,ZA,6.084045815295811
IE,ZA,0.6363636363636362
CN,ZA,16.47499999999997
RO,ZA,0.5833333333333335
IL,ZA,3.2380952380952377
GB,ZA,5.407989332096475
MX,ZA,2.1976190476190474
TW,ZA,5.316666666666664
RU,ZA,4.462195767195766
ID,ZA,1.0
HU,ZA,0.20833333333333331
AT,ZA,1.3087301587301587
UZ,ZA,1.0
AR,ZA,5.895663265306115
NO,ZA,0.19642857142857142
JP,ZA,2.252813852813852
BR,ZA,4.007443482443482
PK,ZA,0.6111111111111112
CA,ZA,2.4459956709956705
US,ZA,35.04098494098496
FR,EE,2.613932980599647
HK,EE,0.33333333333333337
LT,EE,1.1428571428571428
IR,EE,0.06666666666666667
FI,EE,4.944775859061549
IN,EE,0.9999999999999999
EE,EE,14.020408163265312
ES,EE,0.2
IT,EE,4.412103174603176
CN,EE,1.0833333333333328
CH,EE,0.30864197530864196
IL,EE,0.1111111111111111
KR,EE,0.125
PL,EE,0.12345679012345678
GB,EE,2.267857142857143
RU,EE,0.48148148148148145
SE,EE,0.23331589045874748
DE,EE,2.7827293738008017
NO,EE,0.9999999999999999
JP,EE,2.5769230769230766
BR,EE,2.0
CA,EE,1.0474489795918371
US,EE,10.521957671957885
IE,IN,5.784027777777781
FR,IN,134.96362554510046
MA,IN,1.4666666666666668
MY,IN,7.594425574425577
RU,IN,51.84476219807259
EG,IN,7.323333333333335
BG,IN,3.4758547008547014
PK,IN,20.384722222222223
ZA,IN,10.624999999999993
IR,IN,27.75000000000001
IL,IN,58.708714698000364
IN,IN,2414.096227580791
CO,IN,6.525
CM,IN,3.3666666666666676
ES,IN,143.96300967430795
BE,IN,28.147495929995884
BY,IN,3.8827777777777777
IT,IN,227.7766574166573
MD,IN,1.0
CH,IN,25.478131167773984
AE,IN,0.19722222222222222
KR,IN,40.43511294261307
RS,IN,23.021890987800102
SA,IN,10.927579365079366
SG,IN,43.20886657984885
NZ,IN,32.34676046176048
SI,IN,8.764285714285723
DE,IN,412.78629181261005
UA,IN,3.5333333333333328
GR,IN,15.605555555555533
VN,IN,2.8238095238095218
IS,IN,0.7777777777777777
PT,IN,7.565399562123698
NL,IN,75.54525613275608
AM,IN,17.84607843137253
CZ,IN,29.780824915824965
TR,IN,42.793253968253936
BI,IN,0.011904761904761904
HK,IN,21.070482804232835
CL,IN,11.087121212121197
MK,IN,0.35416666666666663
HR,IN,14.843121693121706
AZ,IN,0.25
SK,IN,9.668867243867249
AU,IN,104.0034977650067
LT,IN,0.2718253968253968
DK,IN,16.749206349206347
SE,IN,84.7446949652243
BA,IN,1.6303030303030301
EE,IN,2.0555555555555554
VE,IN,2.0
SD,IN,0.13714285714285715
ET,IN,6.000000000000003
RO,IN,16.233333333333327
FI,IN,13.738558489088899
PL,IN,75.7321005680782
CN,IN,604.9780735289219
BD,IN,0.44444444444444453
DZ,IN,3.908441558441559
GB,IN,269.13351384033814
MX,IN,34.55583398083406
UY,IN,7.423809523809523
TW,IN,14.315909090909082
LB,IN,1.0
LK,IN,0.13333333333333333
CR,IN,2.25
AT,IN,54.32755716505721
UZ,IN,3.6694770837627915
AR,IN,53.40302815570722
TZ,IN,2.0
NO,IN,5.321378968253961
JP,IN,213.68402599384638
BR,IN,145.02734992948155
PE,IN,1.2149999999999996
HU,IN,38.2561529982363
CA,IN,174.41198444835794
US,IN,1473.8857615469874
FR,DE,1928.6623984418413
MY,DE,16.67741656491656
QA,DE,0.5839344400383009
ZA,DE,67.59417707292741
SN,DE,2.200000000000001
IN,DE,1044.9584002312033
CM,DE,11.233797354369592
ES,DE,1437.298272134733
JM,DE,2.0
CL,DE,114.95663336663236
TL,DE,0.5
VN,DE,29.514788359788344
KR,DE,274.120200092879
RS,DE,115.5609695397185
PL,DE,747.5910808172036
MA,DE,5.337301587301589
DE,DE,11233.14885714333
GR,DE,116.68911480420574
BI,DE,0.13457556935817802
GA,DE,0.419047619047619
PT,DE,65.35455786776168
EG,DE,9.60740981240981
KP,DE,1.1642857142857148
CZ,DE,325.8407578673099
CY,DE,0.2
IS,DE,8.818811050061047
HK,DE,110.09717243912907
AZ,DE,2.500000000000001
FI,DE,313.0593972641779
SE,DE,661.1907928178827
PR,DE,8.623333333333331
IR,DE,214.3730726425539
VE,DE,9.980466269841262
SD,DE,1.9592857142857139
CN,DE,4178.839073131185
BG,DE,108.24774629691387
BD,DE,2.620833333333337
DZ,DE,16.400645759469292
MX,DE,84.31589250848992
NL,DE,597.5959267220447
AM,DE,100.71491228542651
IQ,DE,0.14285714285714285
UZ,DE,30.1218404988258
AR,DE,326.79933143919015
TG,DE,0.4412698412698412
PE,DE,4.3579112554112545
CO,DE,30.568395631850986
JO,DE,11.14620696763554
LT,DE,50.555609109989035
KZ,DE,1.0000000000000004
PH,DE,3.839444444444444
LK,DE,0.7000000000000001
HU,DE,289.43814002198445
